Name,Model,Company,Year,Fuel Type,KM Driven,Transmission Type,Price,Location
Hyundai Creta E PLUS 1.6 PETROL,Creta E PLUS 1.6 PETROL,Hyundai,2017,Petrol,"39,827",Manual,₹7.33 Lakh,Mumbai
Hyundai Grand i10 SPORTZ (O) AT 1.2 KAPPA VTVT,Grand i10 SPORTZ (O) AT 1.2 KAPPA VTVT,Hyundai,2017,Petrol,"40,049",Automatic,₹4.78 Lakh,Mumbai
Tata TIGOR XZA PLUS PETROL,TIGOR XZA PLUS PETROL,Tata,2021,Petrol,"39,046",Automatic,₹6.67 Lakh,Mumbai
Honda WR-V 1.2L I-VTEC VX MT,WR-V 1.2L I-VTEC VX MT,Honda,2020,Petrol,"42,897",Manual,₹7.40 Lakh,Mumbai
Honda Jazz 1.2L I-VTEC VX AT,Jazz 1.2L I-VTEC VX AT,Honda,2018,Petrol,"24,232",Automatic,₹6.18 Lakh,Mumbai
Maruti Ciaz DELTA AT 1.5 SHVS PETROL,Ciaz DELTA AT 1.5 SHVS PETROL,Maruti,2019,Petrol,"54,408",Automatic,₹6.84 Lakh,Mumbai
Hyundai NEW SANTRO SPORTZ CNG,NEW SANTRO SPORTZ CNG,Hyundai,2019,CNG,"70,159",Manual,₹4.57 Lakh,Mumbai
Honda City 1.5L I-VTEC VX CVT,City 1.5L I-VTEC VX CVT,Honda,2020,Petrol,"26,350",Automatic,₹10.20 Lakh,Mumbai
Hyundai Creta E PLUS 1.6 PETROL,Creta E PLUS 1.6 PETROL,Hyundai,2017,Petrol,"77,926",Manual,₹7.43 Lakh,Mumbai
Hyundai GRAND I10 NIOS SPORTZ 1.2 KAPPA VTVT CNG,GRAND I10 NIOS SPORTZ 1.2 KAPPA VTVT CNG,Hyundai,2022,CNG,"15,638",Manual,₹7.09 Lakh,Mumbai
Hyundai i10 SPORTZ 1.2,i10 SPORTZ 1.2,Hyundai,2012,Petrol,"1,18,765",Manual,₹2.35 Lakh,Mumbai
Hyundai Creta E PLUS 1.6 PETROL,Creta E PLUS 1.6 PETROL,Hyundai,2017,Petrol,"1,01,128",Manual,₹6.72 Lakh,Mumbai
Hyundai Creta SX PLUS AT 1.6 PETROL,Creta SX PLUS AT 1.6 PETROL,Hyundai,2016,Petrol,"73,228",Automatic,₹7.86 Lakh,Mumbai
Hyundai Creta SX PLUS AT 1.6 PETROL,Creta SX PLUS AT 1.6 PETROL,Hyundai,2017,Petrol,"91,055",Automatic,₹8.50 Lakh,Mumbai
Toyota Glanza G CVT,Glanza G CVT,Toyota,2019,Petrol,"21,695",Automatic,₹6.77 Lakh,Mumbai
Maruti New Wagon-R LXI CNG 1.0,New Wagon-R LXI CNG 1.0,Maruti,2021,CNG,"13,032",Manual,₹5.85 Lakh,Mumbai
Maruti IGNIS DELTA 1.2,IGNIS DELTA 1.2,Maruti,2017,CNG,"56,219",Manual,₹4.31 Lakh,Mumbai
Maruti Wagon R 1.0 LXI CNG,Wagon R 1.0 LXI CNG,Maruti,2014,CNG,"1,05,898",Manual,₹2.79 Lakh,Mumbai
Hyundai Creta SX PLUS AT 1.6 PETROL,Creta SX PLUS AT 1.6 PETROL,Hyundai,2017,Petrol,"60,607",Automatic,₹8.19 Lakh,Mumbai
Tata ALTROZ XZ PETROL,ALTROZ XZ PETROL,Tata,2020,Petrol,"27,102",Manual,₹6.90 Lakh,Mumbai
Hyundai Creta SX AT 1.6 PETROL,Creta SX AT 1.6 PETROL,Hyundai,2018,Petrol,"50,441",Automatic,₹10.27 Lakh,Mumbai
Honda City 1.5L I-VTEC V MT,City 1.5L I-VTEC V MT,Honda,2017,Petrol,"22,437",Manual,₹6.73 Lakh,Mumbai
Maruti Ciaz DELTA AT 1.5 SHVS PETROL,Ciaz DELTA AT 1.5 SHVS PETROL,Maruti,2021,Petrol,"16,992",Automatic,₹9.22 Lakh,Mumbai
Maruti Baleno DELTA CVT PETROL 1.2,Baleno DELTA CVT PETROL 1.2,Maruti,2016,Petrol,"58,631",Automatic,₹4.85 Lakh,Mumbai
Hyundai Creta SX AT 1.6 PETROL,Creta SX AT 1.6 PETROL,Hyundai,2018,Petrol,"57,206",Automatic,₹10.30 Lakh,Mumbai
Maruti Celerio VXI CNG,Celerio VXI CNG,Maruti,2016,CNG,"90,267",Manual,₹3.89 Lakh,Mumbai
Maruti Ertiga ZDI,Ertiga ZDI,Maruti,2015,Diesel,"74,875",Manual,₹7.25 Lakh,Mumbai
Tata Tiago XZ PETROL,Tiago XZ PETROL,Tata,2018,Petrol,"76,127",Manual,₹4.11 Lakh,Mumbai
Hyundai i10 SPORTZ 1.1,i10 SPORTZ 1.1,Hyundai,2015,Petrol,"54,825",Manual,₹3.06 Lakh,Mumbai
Jeep Compass LIMITED (O) 1.4 PETROL AT,Compass LIMITED (O) 1.4 PETROL AT,Jeep,2018,Petrol,"38,696",Automatic,₹12.83 Lakh,Mumbai
Maruti S PRESSO VXI+,S PRESSO VXI+,Maruti,2019,Petrol,"11,141",Manual,₹3.75 Lakh,Mumbai
Volkswagen Ameo HIGHLINE PLUS 1.5L AT 16 ALLOY,Ameo HIGHLINE PLUS 1.5L AT 16 ALLOY,Volkswagen,2019,Diesel,"60,683",Automatic,₹7.00 Lakh,Mumbai
Honda City 1.5L I-VTEC SV,City 1.5L I-VTEC SV,Honda,2015,Petrol,"41,887",Manual,₹4.80 Lakh,Mumbai
Hyundai Creta SX PLUS 1.6 PETROL,Creta SX PLUS 1.6 PETROL,Hyundai,2016,Petrol,"71,684",Manual,₹7.06 Lakh,Mumbai
Maruti S PRESSO VXI (O) AMT,S PRESSO VXI (O) AMT,Maruti,2020,Petrol,"13,440",Automatic,₹4.59 Lakh,Mumbai
Maruti Baleno DELTA PETROL 1.2,Baleno DELTA PETROL 1.2,Maruti,2016,Petrol,"43,373",Manual,₹4.72 Lakh,Mumbai
Hyundai Creta SX 1.6 DIESEL,Creta SX 1.6 DIESEL,Hyundai,2015,Diesel,"62,018",Manual,₹8.11 Lakh,Mumbai
Hyundai Grand i10 SPORTZ (O) AT 1.2 KAPPA VTVT,Grand i10 SPORTZ (O) AT 1.2 KAPPA VTVT,Hyundai,2017,Petrol,"25,723",Automatic,₹5.19 Lakh,Mumbai
Honda WR-V 1.2L I-VTEC VX MT,WR-V 1.2L I-VTEC VX MT,Honda,2018,Petrol,"22,652",Manual,₹6.83 Lakh,Mumbai
Renault Duster RXS OPT CVT,Duster RXS OPT CVT,Renault,2019,Petrol,"24,015",Automatic,₹7.47 Lakh,Mumbai
Mahindra XUV300 W6 1.2 PETROL,XUV300 W6 1.2 PETROL,Mahindra,2019,Petrol,"39,094",Manual,₹7.48 Lakh,Mumbai
Maruti IGNIS ZETA 1.2 AMT DUAL TONE,IGNIS ZETA 1.2 AMT DUAL TONE,Maruti,2017,Petrol,"38,048",Automatic,₹4.75 Lakh,Mumbai
Hyundai Creta SX PLUS AT 1.6 PETROL,Creta SX PLUS AT 1.6 PETROL,Hyundai,2016,Petrol,"57,440",Automatic,₹7.64 Lakh,Mumbai
Maruti New Wagon-R VXI 1.2,New Wagon-R VXI 1.2,Maruti,2021,Petrol,"18,693",Manual,₹5.36 Lakh,Mumbai
Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,Grand i10 SPORTZ 1.2 KAPPA VTVT,Hyundai,2018,Petrol,"32,393",Manual,₹4.68 Lakh,Mumbai
Maruti Ciaz ALPHA  AT 1.5 SHVS PETROL,Ciaz ALPHA  AT 1.5 SHVS PETROL,Maruti,2021,Petrol,"33,706",Automatic,₹9.45 Lakh,Mumbai
Maruti New Wagon-R ZXI 1.2,New Wagon-R ZXI 1.2,Maruti,2022,Petrol,"20,987",Manual,₹5.87 Lakh,Mumbai
Maruti Baleno DELTA PETROL 1.2,Baleno DELTA PETROL 1.2,Maruti,2017,Petrol,"62,669",Manual,₹5.10 Lakh,Mumbai
Maruti Ciaz ALPHA  AT 1.5 SHVS PETROL,Ciaz ALPHA  AT 1.5 SHVS PETROL,Maruti,2020,Petrol,"23,697",Automatic,₹8.86 Lakh,Mumbai
Skoda Rapid AMBITION 1.6 TDI CR MT PLUS,Rapid AMBITION 1.6 TDI CR MT PLUS,Skoda,2013,Diesel,"81,513",Manual,₹3.45 Lakh,Mumbai
Maruti Baleno DELTA PETROL 1.2,Baleno DELTA PETROL 1.2,Maruti,2016,Petrol,"9,508",Manual,₹5.07 Lakh,Mumbai
Hyundai NEW SANTRO SPORTZ CNG,NEW SANTRO SPORTZ CNG,Hyundai,2019,CNG,"73,820",Manual,₹4.57 Lakh,Mumbai
Honda City 1.5L I-VTEC V MT,City 1.5L I-VTEC V MT,Honda,2018,Petrol,"93,703",Manual,₹6.61 Lakh,Mumbai
Maruti S PRESSO VXI CNG,S PRESSO VXI CNG,Maruti,2020,CNG,"37,608",Manual,₹4.21 Lakh,Mumbai
Mahindra XUV300 W8 (O) 1.2 PETROL AMT,XUV300 W8 (O) 1.2 PETROL AMT,Mahindra,2021,Petrol,"41,278",Automatic,₹10.44 Lakh,Mumbai
Maruti Celerio VXI CNG,Celerio VXI CNG,Maruti,2015,CNG,"83,704",Manual,₹3.58 Lakh,Mumbai
Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,Grand i10 SPORTZ 1.2 KAPPA VTVT,Hyundai,2018,Petrol,"20,257",Manual,₹4.69 Lakh,Mumbai
Maruti Wagon R 1.0 LXI CNG,Wagon R 1.0 LXI CNG,Maruti,2018,CNG,"48,605",Manual,₹3.82 Lakh,Mumbai
Renault Kwid RXT 0.8,Kwid RXT 0.8,Renault,2017,Petrol,"37,515",Manual,₹2.90 Lakh,Mumbai
Hyundai AURA S 1.2 CNG,AURA S 1.2 CNG,Hyundai,2020,CNG,"53,948",Manual,₹6.12 Lakh,Mumbai
Maruti Swift Dzire VXI,Swift Dzire VXI,Maruti,2016,Petrol,"34,315",Manual,₹4.62 Lakh,Mumbai
Hyundai i10 MAGNA 1.1,i10 MAGNA 1.1,Hyundai,2015,Petrol,"58,859",Manual,₹2.85 Lakh,Mumbai
Hyundai i10 SPORTZ 1.1,i10 SPORTZ 1.1,Hyundai,2014,CNG,"49,875",Manual,₹2.87 Lakh,Mumbai
Hyundai AURA SX PLUS 1.2 AMT CRDI,AURA SX PLUS 1.2 AMT CRDI,Hyundai,2020,Diesel,"58,033",Automatic,₹6.84 Lakh,Mumbai
Hyundai Creta SX (O) 1.4 TURBO DCT,Creta SX (O) 1.4 TURBO DCT,Hyundai,2021,Petrol,"47,485",Automatic,₹14.46 Lakh,Mumbai
Hyundai Elite i20 SPORTZ 1.2,Elite i20 SPORTZ 1.2,Hyundai,2017,Petrol,"11,293",Manual,₹5.13 Lakh,Mumbai
Hyundai GRAND I10 NIOS SPORTZ 1.2 KAPPA VTVT CNG,GRAND I10 NIOS SPORTZ 1.2 KAPPA VTVT CNG,Hyundai,2022,CNG,"11,942",Manual,₹6.65 Lakh,Mumbai
Hyundai NEW SANTRO MAGNA,NEW SANTRO MAGNA,Hyundai,2019,Petrol,"16,489",Manual,₹4.30 Lakh,Mumbai
Hyundai i20 SPORTZ (O) 1.2,i20 SPORTZ (O) 1.2,Hyundai,2011,Petrol,"72,888",Manual,₹2.62 Lakh,Mumbai
MG HECTOR SHARP 1.5 DCT PETROL,HECTOR SHARP 1.5 DCT PETROL,MG,2019,Petrol,"18,601",Automatic,₹13.60 Lakh,Mumbai
Maruti Wagon R 1.0 LXI CNG,Wagon R 1.0 LXI CNG,Maruti,2015,CNG,"81,560",Manual,₹3.30 Lakh,Mumbai
Honda City 1.5L I-VTE V CVT,City 1.5L I-VTE V CVT,Honda,2017,Petrol,"42,838",Automatic,₹7.15 Lakh,Mumbai
Honda Jazz 1.2L I-VTEC VX CVT,Jazz 1.2L I-VTEC VX CVT,Honda,2022,Petrol,"4,980",Automatic,₹9.03 Lakh,Mumbai
Maruti Ertiga ZDI + SHVS,Ertiga ZDI + SHVS,Maruti,2017,Diesel,"44,741",Manual,₹8.84 Lakh,Mumbai
Maruti Celerio VXI AMT,Celerio VXI AMT,Maruti,2015,Petrol,"73,092",Automatic,₹3.27 Lakh,Mumbai
Toyota Etios Liva G,Etios Liva G,Toyota,2011,Petrol,"75,420",Manual,₹2.46 Lakh,Mumbai
Hyundai Creta SX PLUS AT 1.6 PETROL,Creta SX PLUS AT 1.6 PETROL,Hyundai,2017,Petrol,"86,350",Automatic,₹8.10 Lakh,Mumbai
Maruti Ciaz DELTA AT 1.5 SHVS PETROL,Ciaz DELTA AT 1.5 SHVS PETROL,Maruti,2021,Petrol,"29,291",Automatic,₹8.65 Lakh,Mumbai
Maruti Wagon R 1.0 LXI CNG,Wagon R 1.0 LXI CNG,Maruti,2015,CNG,"65,098",Manual,₹3.39 Lakh,Mumbai
Hyundai i10 SPORTZ 1.2 AT,i10 SPORTZ 1.2 AT,Hyundai,2011,Petrol,"51,696",Automatic,₹2.46 Lakh,Mumbai
Maruti S PRESSO VXI CNG,S PRESSO VXI CNG,Maruti,2020,CNG,"26,321",Manual,₹4.31 Lakh,Mumbai
Renault TRIBER RXZ,TRIBER RXZ,Renault,2020,Petrol,"49,842",Manual,₹5.66 Lakh,Mumbai
Tata Safari XZA PLUS ADVENTURE,Safari XZA PLUS ADVENTURE,Tata,2022,Diesel,"42,408",Automatic,₹20.06 Lakh,Mumbai
Tata ALTROZ XZA PLUS DARK EDTION,ALTROZ XZA PLUS DARK EDTION,Tata,2022,Petrol,"16,783",Automatic,₹8.07 Lakh,Mumbai
Maruti Wagon R 1.0 VXI,Wagon R 1.0 VXI,Maruti,2012,Petrol,"32,422",Manual,₹2.50 Lakh,Mumbai
Honda Amaze 1.2L I-VTEC S,Amaze 1.2L I-VTEC S,Honda,2014,Petrol,"52,803",Manual,₹3.52 Lakh,Mumbai
Hyundai AURA SX 1.2 CNG,AURA SX 1.2 CNG,Hyundai,2023,CNG,"13,184",Manual,₹8.34 Lakh,Mumbai
Hyundai Grand i10 ASTA AT 1.2 KAPPA VTVT,Grand i10 ASTA AT 1.2 KAPPA VTVT,Hyundai,2015,Petrol,"54,434",Automatic,₹4.00 Lakh,Mumbai
Maruti S PRESSO VXI (O) CNG,S PRESSO VXI (O) CNG,Maruti,2021,CNG,"48,375",Manual,₹4.67 Lakh,Mumbai
Honda City 1.5L I-VTEC VX,City 1.5L I-VTEC VX,Honda,2018,Petrol,"49,716",Manual,₹8.11 Lakh,Mumbai
Renault TRIBER RXZ AMT,TRIBER RXZ AMT,Renault,2021,Petrol,"35,517",Automatic,₹6.82 Lakh,Mumbai
Maruti Ertiga ZXI,Ertiga ZXI,Maruti,2015,CNG,"70,559",Manual,₹6.75 Lakh,Mumbai
Honda City 1.5L I-VTEC V MT,City 1.5L I-VTEC V MT,Honda,2018,Petrol,"47,801",Manual,₹7.19 Lakh,Mumbai
Maruti XL6 ALPHA MT,XL6 ALPHA MT,Maruti,2021,Petrol,"48,740",Manual,₹10.27 Lakh,Mumbai
Tata Harrier XZ 2.0L,Harrier XZ 2.0L,Tata,2019,Diesel,"57,037",Manual,₹12.84 Lakh,Mumbai
Mahindra XUV500 W6,XUV500 W6,Mahindra,2015,Diesel,"40,435",Manual,₹6.90 Lakh,Mumbai
Skoda Rapid STYLE 1.6 MPI,Rapid STYLE 1.6 MPI,Skoda,2018,Petrol,"64,953",Manual,₹6.76 Lakh,Mumbai
Volkswagen Vento TRENDLINE 1.6,Vento TRENDLINE 1.6,Volkswagen,2012,Petrol,"54,707",Manual,₹2.64 Lakh,Mumbai
Renault Kwid RXT 0.8,Kwid RXT 0.8,Renault,2017,Petrol,"30,322",Manual,₹3.07 Lakh,Mumbai
Volkswagen Ameo TRENDLINE 1.0L,Ameo TRENDLINE 1.0L,Volkswagen,2018,Petrol,"58,154",Manual,₹4.07 Lakh,Mumbai
Toyota URBAN CRUISER HIGH GRADE AT,URBAN CRUISER HIGH GRADE AT,Toyota,2021,Petrol,"45,799",Automatic,₹9.64 Lakh,Mumbai
Maruti Baleno DELTA PETROL 1.2,Baleno DELTA PETROL 1.2,Maruti,2017,Petrol,"29,835",Manual,₹5.27 Lakh,Mumbai
Honda City 1.5L I-VTE V CVT,City 1.5L I-VTE V CVT,Honda,2017,Petrol,"32,899",Automatic,₹7.49 Lakh,Mumbai
Maruti Alto LXI,Alto LXI,Maruti,2021,Petrol,"26,866",Manual,₹3.63 Lakh,Mumbai
Hyundai i20 Active 1.4 SX,i20 Active 1.4 SX,Hyundai,2015,Diesel,"77,421",Manual,₹5.04 Lakh,Mumbai
Maruti Wagon R 1.0 LXI CNG,Wagon R 1.0 LXI CNG,Maruti,2017,CNG,"8,367",Manual,₹3.96 Lakh,Mumbai
Hyundai VENUE SX PLUS 1.0 TURBO DCT,VENUE SX PLUS 1.0 TURBO DCT,Hyundai,2019,Petrol,"56,522",Automatic,₹9.19 Lakh,Mumbai
Tata NEXON XZ PLUS PETROL SUNROOF,NEXON XZ PLUS PETROL SUNROOF,Tata,2022,Petrol,"35,275",Manual,₹9.18 Lakh,Mumbai
Maruti Wagon R 1.0 VXI,Wagon R 1.0 VXI,Maruti,2014,Petrol,"43,024",Manual,₹2.97 Lakh,Mumbai
Tata ALTROZ XT PETROL,ALTROZ XT PETROL,Tata,2021,Petrol,"43,417",Manual,₹6.37 Lakh,Mumbai
Renault Kwid RXT 0.8 (O),Kwid RXT 0.8 (O),Renault,2016,Petrol,"1,03,116",Manual,₹2.79 Lakh,Mumbai
Hyundai VENUE SX 1.0 TURBO IMT,VENUE SX 1.0 TURBO IMT,Hyundai,2021,Petrol,"9,981",Manual,₹9.35 Lakh,Mumbai
Honda Jazz 1.2L I-VTEC V AT,Jazz 1.2L I-VTEC V AT,Honda,2016,Petrol,"37,586",Automatic,₹4.96 Lakh,Mumbai
Hyundai i20 Active 1.2 SX,i20 Active 1.2 SX,Hyundai,2018,Petrol,"85,880",Manual,₹5.83 Lakh,Mumbai
Hyundai i20 Active 1.2 SX,i20 Active 1.2 SX,Hyundai,2018,Petrol,"21,643",Manual,₹5.96 Lakh,Mumbai
Maruti Celerio VXI AMT,Celerio VXI AMT,Maruti,2014,Petrol,"98,502",Automatic,₹3.18 Lakh,Mumbai
Ford Ecosport TITANIUM 1.5L PETROL AT,Ecosport TITANIUM 1.5L PETROL AT,Ford,2016,Petrol,"73,952",Automatic,₹5.45 Lakh,Mumbai
Hyundai i20 Active 1.2 S,i20 Active 1.2 S,Hyundai,2015,Petrol,"53,664",Manual,₹4.78 Lakh,Mumbai
Hyundai i20 Active 1.2 SX,i20 Active 1.2 SX,Hyundai,2015,Petrol,"1,16,615",Manual,₹4.29 Lakh,Mumbai
Hyundai NEW SANTRO SPORTZ MT,NEW SANTRO SPORTZ MT,Hyundai,2019,Petrol,"9,954",Manual,₹4.23 Lakh,Mumbai
Hyundai NEW SANTRO ERA EXECUTIVE,NEW SANTRO ERA EXECUTIVE,Hyundai,2019,Petrol,"56,077",Manual,₹4.10 Lakh,Mumbai
Hyundai Creta E PLUS 1.6 PETROL,Creta E PLUS 1.6 PETROL,Hyundai,2017,Petrol,"43,358",Manual,₹7.64 Lakh,Mumbai
Honda WR-V 1.2L I-VTEC VX MT,WR-V 1.2L I-VTEC VX MT,Honda,2018,Petrol,"44,848",Manual,₹6.47 Lakh,Mumbai
Mahindra XUV500 W10 AT,XUV500 W10 AT,Mahindra,2017,Diesel,"85,662",Automatic,₹10.27 Lakh,Mumbai
Hyundai Elite i20 SPORTZ 1.2,Elite i20 SPORTZ 1.2,Hyundai,2017,Petrol,"53,262",Manual,₹5.47 Lakh,Mumbai
Maruti Ertiga ZXI,Ertiga ZXI,Maruti,2013,Petrol,"41,016",Manual,₹5.29 Lakh,Mumbai
Honda City 1.5L I-VTEC VX CVT,City 1.5L I-VTEC VX CVT,Honda,2016,Petrol,"51,329",Automatic,₹6.30 Lakh,Mumbai
Hyundai Grand i10 ASTA 1.2 KAPPA VTVT,Grand i10 ASTA 1.2 KAPPA VTVT,Hyundai,2013,Petrol,"37,652",Manual,₹3.95 Lakh,Mumbai
Datsun Redi Go A,Redi Go A,Datsun,2018,Petrol,"50,310",Manual,₹2.27 Lakh,Mumbai
Honda Amaze 1.2L I-VTEC VX,Amaze 1.2L I-VTEC VX,Honda,2018,Petrol,"47,710",Manual,₹5.67 Lakh,Mumbai
Mahindra Thar LX  P 4WD AT CONVERTIBLE,Thar LX  P 4WD AT CONVERTIBLE,Mahindra,2022,Petrol,"11,951",Automatic,₹14.49 Lakh,Mumbai
Hyundai Xcent S 1.2,Xcent S 1.2,Hyundai,2014,Petrol,"27,269",Manual,₹3.68 Lakh,Mumbai
Maruti Baleno ZETA PETROL 1.2,Baleno ZETA PETROL 1.2,Maruti,2017,Petrol,"65,230",Manual,₹5.10 Lakh,Mumbai
Maruti Dzire LXI,Dzire LXI,Maruti,2017,Petrol,"89,378",Manual,₹4.48 Lakh,Mumbai
Hyundai GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT,GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT,Hyundai,2021,Petrol,"16,808",Automatic,₹6.83 Lakh,Mumbai
Hyundai VENUE SX 1.0 TURBO IMT,VENUE SX 1.0 TURBO IMT,Hyundai,2021,Petrol,"16,331",Manual,₹9.25 Lakh,Mumbai
Maruti Baleno ZETA CVT PETROL 1.2,Baleno ZETA CVT PETROL 1.2,Maruti,2019,Petrol,"16,282",Automatic,₹6.41 Lakh,Mumbai
Renault Kwid RXT 1.0 AMT (O),Kwid RXT 1.0 AMT (O),Renault,2018,Petrol,"38,122",Automatic,₹3.61 Lakh,Mumbai
Maruti Swift Dzire ZXI,Swift Dzire ZXI,Maruti,2014,Petrol,"47,496",Manual,₹4.27 Lakh,Mumbai
Tata NEXON XZ PLUS PETROL SUNROOF,NEXON XZ PLUS PETROL SUNROOF,Tata,2021,Petrol,"26,645",Manual,₹9.14 Lakh,Mumbai
KIA SONET GTX PLUS 1.0 IMT,SONET GTX PLUS 1.0 IMT,KIA,2020,Petrol,"35,415",Manual,₹9.88 Lakh,Mumbai
Hyundai i10 SPORTZ 1.2,i10 SPORTZ 1.2,Hyundai,2012,Petrol,"35,431",Manual,₹2.33 Lakh,Mumbai
Hyundai i10 MAGNA 1.1,i10 MAGNA 1.1,Hyundai,2015,Petrol,"22,225",Manual,₹3.23 Lakh,Mumbai
Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,Grand i10 SPORTZ 1.2 KAPPA VTVT,Hyundai,2014,Petrol,"1,00,116",Manual,₹3.30 Lakh,Mumbai
Ford Ecosport TITANIUM 1.5L PETROL,Ecosport TITANIUM 1.5L PETROL,Ford,2018,Petrol,"35,419",Manual,₹6.64 Lakh,Mumbai
Hyundai GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT,GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT,Hyundai,2020,Petrol,"13,144",Automatic,₹6.80 Lakh,Mumbai
Skoda Rapid STYLE TSI,Rapid STYLE TSI,Skoda,2020,Petrol,"33,693",Manual,₹9.77 Lakh,Mumbai
Maruti IGNIS ZETA 1.2 AMT,IGNIS ZETA 1.2 AMT,Maruti,2018,Petrol,"76,787",Automatic,₹4.54 Lakh,Mumbai
Maruti Celerio VXI AMT,Celerio VXI AMT,Maruti,2014,Petrol,"32,718",Automatic,₹3.29 Lakh,Mumbai
Maruti Alto K10 VXI,Alto K10 VXI,Maruti,2015,Petrol,"51,243",Manual,₹2.43 Lakh,Mumbai
Hyundai NEW I20 ASTA (O) 1.0 TURBO GDI DCT,NEW I20 ASTA (O) 1.0 TURBO GDI DCT,Hyundai,2023,Petrol,"20,047",Automatic,₹10.74 Lakh,Mumbai
Hyundai Grand i10 ERA 1.2 KAPPA VTVT,Grand i10 ERA 1.2 KAPPA VTVT,Hyundai,2013,Petrol,"42,124",Manual,₹3.04 Lakh,Mumbai
Tata TIGOR XZ PLUS CNG,TIGOR XZ PLUS CNG,Tata,2023,CNG,"3,817",Manual,₹7.91 Lakh,Mumbai
Maruti Celerio VXI CNG,Celerio VXI CNG,Maruti,2014,CNG,"78,331",Manual,₹3.39 Lakh,Mumbai
Tata ALTROZ XZA,ALTROZ XZA,Tata,2022,Petrol,"10,206",Automatic,₹8.38 Lakh,Mumbai
Hyundai i20 Active 1.2 SX,i20 Active 1.2 SX,Hyundai,2016,Petrol,"50,568",Manual,₹4.90 Lakh,Mumbai
Maruti Baleno DELTA PETROL 1.2,Baleno DELTA PETROL 1.2,Maruti,2017,Petrol,"30,064",Manual,₹5.21 Lakh,Mumbai
Hyundai Grand i10 ASTA 1.2 KAPPA VTVT,Grand i10 ASTA 1.2 KAPPA VTVT,Hyundai,2015,Petrol,"47,367",Manual,₹3.89 Lakh,Mumbai
Hyundai Grand i10 ASTA 1.2 KAPPA VTVT,Grand i10 ASTA 1.2 KAPPA VTVT,Hyundai,2014,Petrol,"47,635",Manual,₹3.93 Lakh,Mumbai
Hyundai GRAND I10 NIOS MAGNA CORPORATE EDITION 1.2 KAPPA VTVT,GRAND I10 NIOS MAGNA CORPORATE EDITION 1.2 KAPPA VTVT,Hyundai,2020,Petrol,"18,332",Manual,₹5.77 Lakh,Mumbai
Maruti Wagon R 1.0 LXI CNG,Wagon R 1.0 LXI CNG,Maruti,2017,CNG,"57,012",Manual,₹3.69 Lakh,Mumbai
Honda BR-V 1.5L I-VTEC S,BR-V 1.5L I-VTEC S,Honda,2017,Petrol,"56,807",Manual,₹6.15 Lakh,Mumbai
Hyundai Elite i20 SPORTZ 1.2,Elite i20 SPORTZ 1.2,Hyundai,2017,Petrol,"38,323",Manual,₹5.38 Lakh,Mumbai
Honda Amaze 1.2L I-VTEC S,Amaze 1.2L I-VTEC S,Honda,2013,Petrol,"43,540",Manual,₹3.22 Lakh,Mumbai
MG HECTOR SHARP 1.5 DCT PETROL,HECTOR SHARP 1.5 DCT PETROL,MG,2019,Petrol,"64,742",Automatic,₹13.24 Lakh,Mumbai
Honda Amaze 1.2L I-VTEC V CVT,Amaze 1.2L I-VTEC V CVT,Honda,2019,Petrol,"39,531",Automatic,₹6.81 Lakh,Mumbai
Maruti Ertiga VXI CNG,Ertiga VXI CNG,Maruti,2014,CNG,"62,157",Manual,₹5.79 Lakh,Mumbai
Hyundai Grand i10 ERA 1.2 KAPPA VTVT,Grand i10 ERA 1.2 KAPPA VTVT,Hyundai,2013,Petrol,"46,035",Manual,₹3.19 Lakh,Mumbai
Maruti Ertiga VXI,Ertiga VXI,Maruti,2016,CNG,"69,763",Manual,₹7.04 Lakh,Mumbai
Tata NEXON XM PETROL,NEXON XM PETROL,Tata,2022,Petrol,"5,448",Manual,₹8.10 Lakh,Mumbai
Hyundai Verna 1.6 VTVT SX O,Verna 1.6 VTVT SX O,Hyundai,2019,Petrol,"47,605",Manual,₹9.24 Lakh,Mumbai
Maruti Baleno ZETA PETROL 1.2,Baleno ZETA PETROL 1.2,Maruti,2021,Petrol,"14,955",Manual,₹7.16 Lakh,Mumbai
Hyundai NEW SANTRO SPORTZ CNG,NEW SANTRO SPORTZ CNG,Hyundai,2019,CNG,"1,09,255",Manual,₹4.85 Lakh,Mumbai
Maruti Alto 800 LXI CNG O,Alto 800 LXI CNG O,Maruti,2017,CNG,"76,202",Manual,₹2.85 Lakh,Mumbai
Hyundai Verna 1.6 SX (O) CRDI MT,Verna 1.6 SX (O) CRDI MT,Hyundai,2017,Diesel,"57,368",Manual,₹8.60 Lakh,Mumbai
Maruti Ciaz VXI,Ciaz VXI,Maruti,2016,Petrol,"99,615",Manual,₹4.55 Lakh,Mumbai
Hyundai Elite i20 SPORTZ 1.2,Elite i20 SPORTZ 1.2,Hyundai,2016,Petrol,"50,900",Manual,₹5.02 Lakh,Mumbai
